id,name,category,quantity,packageSize,packageUnit
"28bd2c65-cc7e-4a5a-a99a-bb93ca31b2b6","8 premium chipolata pork sausages","meat","","",""
"2a003196-51a6-4c5c-b28a-e2a91d74e542","Irresistibly Smooth Assorted Chocolate Truffles","snacks","","",""
"2c486a58-e845-4c73-92e8-fa33cebfa81c","Prosciutto di Parma","meat","","",""
"2d85f912-0097-4233-a18d-67e0c405c7ca","Sweet & Salty Nut Cashew Chewy Granola Bar","grains","1","",""
"2e99595f-a1b2-43fa-93c3-fdeb18988267","2% Reduced Fat Milk","dairy","","",""
"2f8d2ccd-a52c-4a9e-8f11-87827bacbd57","Chocolate Almondmilk, Single Serves","dairy-alternatives","","",""
"302d1da5-df5d-4e06-8299-a27a9c4bf5ce","Premium black tea","beverages","7 oz.","198.447","g"
"30740ae1-8c82-4341-9089-b6609463c8a7","CONCORD GRAPE FRUIT SPREAD","breakfast","1 L","1000","ml"
"31e0224a-c942-4226-9bc5-fe48d41a498c","Chopped tomatoes","vegetables","1","",""
"31e784f4-6218-4562-9acb-fe50c7ffa0e8","gum cool watermelon","snacks","56 Pieces","",""
"32494dbf-8ef9-4704-b31d-8138b862aeb9","Dave's killer bread, organic rockin' rye bread","bread","","",""
"3290f4b0-7521-42e8-9d2e-6061e9ea7d63","Lindor","snacks","","",""
"32b57cf9-ca21-46c6-964e-5348cd6b45af","Extra long asparagus spears","vegetables","","",""
"35434bc1-b977-4a13-a480-739f3a12d4b0","Strawberry flavor ramune soft drink","beverages","","",""
"35ab2080-1ed7-4735-8e19-88c2bc7dc925","CRANBERRY & RASPERRY JUICE DRINK","beverages","","",""
"3600dc77-1118-44f7-adb0-e26a4ed0be0d","Jack link s beef jerky original","meat","","",""
"36b15b6f-ff04-45e1-aedd-d1edf7d4271a","Burger buns","bread","","",""
"38488bf6-1edc-476e-a577-448d45a9bbf9","Peanut Butter Chocolate Granola Cups","grains","","",""
"3a607699-9078-4ca2-a1ff-cec20a12e8ac","Banana & Berries","fruit","","",""
"3c2064c3-d32e-4ae6-a8d3-8312fa0a26d2","Enriched Wheat Bread","bread","","",""
"3c284555-d506-4dfb-806a-30fdc2f45a89","Pistachio almond cookies","snacks","10","",""
"3c3ef36f-d21a-4a2c-87c0-6ddadac4408e","italian recipe","vegetables","","",""
"3c4008f3-6c92-459f-8d70-20d0fe2c5ae0","Wholewheat fusilli","pasta","","",""
"3ea658ea-36bc-4ff4-a15f-664ede40ba0f","Instant nonfat dry milk","dairy-alternatives","","",""
"3fa713f5-4c94-4593-9c2d-cf5c12ae0639","Saumon fumé marinade piment","fish","","",""
"408f2fd8-9546-404f-a1cc-255f530ff68c","Burger","bread","","",""
"4093818f-4960-43dd-8446-d17ae3eb14d0","Croissants pur beurre","snacks","","",""
"411768c4-1ba4-496f-9cf6-4fdbbf47c0fa","Dark Chocolate Truffles","snacks","","",""
"41f6a5c5-359a-42ea-b025-3d11eef96ce2","Chipotle Style Seitan","meat","","",""
"423a24b6-1e21-4ffc-9a2d-5aeef31ed5a4","1% lowfat milk","dairy","","",""
"439693c3-d362-41d6-b095-82ed298f0c23","100% Whole Grain Spaghetti","pasta","","",""
"43fd4971-5dee-4191-b86c-0d361ce47866","Cranberry walnut apple steel-cut rolled oatmeal","grains","","",""
"4529fc5a-857f-439f-b2e4-11beb9f4c2a2","Spaghetti","pasta","","",""
"45a51b4f-51e2-434a-a38b-b0f21a547992","Kiwi strawberry sparkling water","beverages","","",""
"46bceb36-990f-4e6c-b871-9306989f1e8d","Vegetable juice","beverages","","",""
"47b12bc2-d95e-40f0-9246-c7273bf6d0d1","Lucky Charms Mixed-Up Marshmallows","breakfast","","",""
"48295a8a-8483-4de7-a3ac-c1cd97722210","Pulpe d'Ananas","fruit","","",""
"483497f1-8b90-4eac-a3df-63cbe5448e31","MOZZARELLA STICKS","dairy","","",""
"48b84a06-ad8b-4aa1-9889-c710d0e9d4c2","Preserves, Peach","breakfast","","",""
"48d9a2b1-4407-4788-9c68-b3819a31d057","Private selection, 100% whole wheat wide pan bread","bread","","",""
"491d34db-17c7-418f-9013-b30b575faf9e","White Enriched Bread","bread","","",""
"4a9fc78f-65e5-4a6f-abbc-66f1b66aa37e","Almond","dairy-alternatives","","",""
"4b1b40f2-7a79-463f-a7c0-235465a18fe2","Cheddar","dairy","","",""
"4b303822-865c-4f31-a6af-a9a9af5f2c95","Healthy life, english muffins, 100% whole wheat","bread","","",""
"4c50b680-0709-4c5d-80fb-cbdc1dc7b200","Peanut butter chocolate flavored advanced nutrition snack bites","snacks","","",""
"4c6e4246-6fb7-48a7-80be-3f324ffd4b0b","Petite-cut tomatoes","vegetables","","",""
"4c7fd9cf-b59e-4b14-b4a9-e1875fdce5ad","Organic Raw Blue Agave 2yrs prod","breakfast","","",""
"4cd3abb9-f866-4332-89d9-74f9222f070d","Turkey Breast","meat","","",""
"4d4f8428-7929-4ed6-a9a7-96df30dcc300","Fresh Drinking Coconut","beverages","1 pièce","",""
"4de2f5a1-8e81-4a38-b454-dd9a55176530","6 Olde english farmhouse pork sausages","meat","","",""
"4dedb0a7-38af-4754-a4b1-9059d4a3c721","Tart cherry juice","beverages","","",""
"50cffe94-3fe1-4e9f-84f7-768e0debddb4","100% Whole Wheat","bread","","",""
"50e22fbe-3c0f-4c44-bb3f-641451a50744","Dutch Hot Cocoa Mix, Milk Chocolate","beverages","","",""
"512892ce-7339-461c-91b9-d3fb6b46b3de","Banane","fruit","5","",""
"522138f0-08e3-4ec8-891a-1700658011fb","White sandwich bread","bread","","",""
"5234ed10-310d-497d-a839-2dcd6c0e8d64","Whole vitamin d milk","dairy","","",""
"5263ff87-9292-447f-aad2-5bf6048f2261","Aroy-D, Coconut Cream","dairy-alternatives","","",""
"53a1da41-7937-4bb8-8bfc-328b61d9f27f","Soft-Twist White Enriched Bread","bread","","",""
"5415b95b-6f7c-455b-b88f-39480625be4e","Ocean wave, popcorn shrimp","fish","","",""
"5419d240-06d0-4542-9603-2ed824b5dcfd","Jamon Serrano","meat","","",""
"54ad532d-2842-4630-9cb3-d16d7c9e3126","Pure Sesame Oil","grains","","",""
"54b07062-35d6-45d5-aea9-fe41c5af5ecd","Beef Jerky au boeuf","meat","","",""
"5691bf8c-4e4f-4823-bb04-516cfbebb828","Ananas Tranches Brisées","fruit","","",""
"598ecef1-e642-4e0d-8b27-f28cc26aba0c","Diet cola soda","beverages","","",""
"59a8c2d4-414e-48dd-944f-dd6de739d2b6","Filet de saumon rose sauvage","fish","","",""
"59cbd994-5a48-4e8a-b897-c4b54ce05858","Coffee Creamer, Hazelnut","dairy-alternatives","","",""
"5a94cf42-9b74-4797-beff-61fa5571d9f2","Camenbert de Normandie","dairy","","",""
"5b819b09-45da-4296-9d5f-e7769493ca00","Croque jambon crème de parmesan","eggs","","",""
"5c3f6def-5c04-4b73-bebf-ef7507bbf564","Large Grade Aa Eggs","eggs","","",""
"5ccb3924-f768-4432-ab4b-358d3513b3f6","Roundy's, fisherman's reserve, wild caught halibut fillets","fish","","",""
"5d523b57-581f-4721-a0ca-e52326a9793c","Hijiki","fish","","",""
"5e05778e-9a87-444e-903c-7ec942d54fd1","Gluten free chex granola mix","breakfast","","",""
"5e1bd18f-c499-4ada-b2e1-97cd849f756d","Dairy french vanilla coffee creamer","dairy-alternatives","","",""
"5e9faced-91f5-4a22-b3e0-d9c9e03d3f7b","Self raising flour","grains","","",""
"5efff520-d7c6-49ab-acd2-432059b1e2ce","Grape soda","beverages","","",""
"5f4aa214-5a78-401e-a0a5-5d3c8d065943","Vienna sausage in bbq sauce","meat","","",""
"5faf6924-ddc1-40b2-9361-378f0ac085ee","Jack link's, meat snacks, beef jerky, steakhouse recipe","meat","","",""
"60d21a96-1dfd-47bf-a02e-da837327a17f","Sliced new potatoes","potatoes","","",""
"611d8c0b-3d2a-472b-9d0c-20dbe95eee16","1% Lowfat Chocolate Milk","dairy","","",""
"620648f2-49b6-40a9-844b-e6014c294b2d","Beigel beigel, cracker crisps, sour creme & onion","snacks","","",""
"62b43840-10dd-4408-b285-1229cb066cbc","sweet popcorn","snacks","","",""
"631c7d1a-117c-40b8-bb28-e7497e0ced16","Gravadlax with Mustard and Dill Sauce","fish","","",""
"642176d8-1985-47b1-8715-1d23e0dfb4f6","Very Vanilla Soymilk, Single Serve","dairy-alternatives","","",""
"655e27c1-3dda-4ba3-8d41-90255d58ff32","Original Coffee Creamer","dairy-alternatives","","",""
"66a34669-62a5-4135-ae18-a5ef4bfca583","Pure Sesame Oil","grains","","",""
"66b21e79-503d-49e2-9381-da65acded406","Yogurt coated rice cakes","grains","","",""
"66fda1f3-956e-4cb1-a004-70cac1d84e9c","Lindor holiday assorted chocolate truffles bag","snacks","","",""
"67055d69-63b9-4dbb-816f-32528bee97c7","Milk Chocolate with caramel and sea salt","snacks","","",""
"674319dc-d0d6-40e2-b295-2ae035fd55a5","Acras de morue","fish","","",""
"681113ea-6038-4d74-899d-f1c340655622","Nutella Mini Cups","breakfast","10 x 5.2 OZ (150 g)","1474.175","g"
"685e4c7f-9191-49d0-9f8c-12c9bac137e0","Lite mandarin orange peeled segments","fruit","","",""
"68cd3349-aad6-4d27-aaca-c31be030a857","mostly mesquite honey","breakfast","1","",""
"6a341ecd-36ae-43bb-b8d7-8ca0afdd68ef","Italian-Style Cream Cheese, Mascarpone","dairy","","",""
"6ae83682-d79f-4d5c-ade8-a233e8a8715e","Oven Toasted Rice Cereal","breakfast","","",""
"6b19592b-32b9-49a4-822d-cb7aa8edce2d","Sheepherder'S Bread","bread","","",""
"6b2b6d3c-538e-40ee-8655-5ddb5972891f","2 MINI BAGUETTES SANS GLUTEN","bread","","",""
"6e272ec1-a750-4807-94ac-7b0290effda9","Signature sesame burger buns","bread","","",""
"6e3ae97a-1dc7-4041-a551-d90e9efb8933","Chili pinto beans in mild sauce, chili","legumes","","",""
"6fb09a1a-3095-4c81-8b2c-95948c072441","Ferrero cone","snacks","","",""
"6fe562a9-7cf9-47f5-ab6a-c2f41cd14cc1","SPAGHETTI","pasta","","",""
"701f124c-e7b8-4a2a-96a9-63ecd32d57a8","Crunchy fish sticks","fish","","",""
"704b21e4-8f43-4739-aeae-6d32ca3c0e23","Kroger, 100% natural green tea","beverages","","",""
"7079464f-f954-436b-88c7-386856cc397a","Red cabbage","vegetables","","",""
"708b2a9a-ae42-41c5-b489-3e38f93e4ace","Laitue Artisan (verte Et Rouge)","vegetables","","",""
"70baef55-b2bf-4d8c-ba27-434f49dcc7f4","Non GMO Corn Starch","grains","","",""
"7124cfc5-fcbc-49a5-b4d0-63845506523f","C & H, Organic Amber Blue Agave Nectar Liquid Sweetener","breakfast","","",""
"71dfdb35-232b-4072-b447-0b6128158521","Mini Flame Baked Naans","bread","","",""
"7264fcb3-c2a8-4300-b66c-955f8074e8fd","Elbow Macaroni","pasta","","",""
"727b4981-e7f1-484f-a422-e3e4633569fb","Honey Oat Crunch Cereal with Almonds","grains","","",""
"72dc5639-38a6-47e5-8857-da9fc5fc0a12","Tomato sauce","vegetables","","",""
"73689c2e-6dc6-4cf0-86b9-df8577e6dc46","Steam crisp niblets","grains","","",""
"73942b36-c581-4a06-bd03-f6e39fb6787b","Lindor holiday milk with white chocolate truffles mini bag","snacks","","",""
"73cda5be-25bf-48c4-b14d-aa1d7bf17c89","Kipper snacks lightly smoked herring fillets","fish","1 can","",""
"750f5479-13ab-45c0-b606-ac06d594c251","Ranch flavored tuna","fish","","",""
"757535dd-cc63-4062-b569-8b430ab4b38d","Toasted Sesame Oil","grains","5 fl oz (148 mL)","147.868","ml"
"75aea7bc-ae31-4c28-a0cb-0a50a56d49aa","Strawberries","fruit","","",""
"7674563a-822b-4aab-bd07-d7e7241fcad3","Pork Sausage","meat","","",""
"76761bf4-021f-43ad-98ad-98c8417a3924","Key Ingredient Market, Port Wine Cheddar Spread","dairy","","",""
"7679ecd9-86ef-48af-9081-8892d25c6ccd","Honey Wheat Bread","bread","","",""
"7ac4dabe-c8d0-433e-a718-f5c6b6510fc0","Coffee Creamer, Hazel-Nut","dairy-alternatives","","",""
"7b82a8d5-864e-484e-aab4-39982a5f427e","Kiwi","fruit","","",""
"7dce1685-bfb9-4daa-852b-6a9f842c489c","Lindt, lindor, white chocolate truffles, strawberries and cream","snacks","","",""
"7e16e2ca-5d2a-43f0-85ed-10d37d32e89f","Non dairy coffee creamer salted carmel mocha","dairy-alternatives","","",""
"7f4734d4-aff1-462c-920f-3ee80e291d00","Almond & chocolate milk drink","dairy-alternatives","","",""
"7f9ba497-e916-4a4f-943b-82777ffb29e2","Chocolate 1% lowfat milk","dairy","1 quart","",""
"7fe84e3f-2455-41b2-81d1-1ed7599c534e","Thin Spaghetti","pasta","","",""
"80603a2e-fcfa-4b70-b8e3-68370ae01e9d","Creamette Lasagna","pasta","","",""
"80a94ce9-e16d-4b9d-991f-20426ebdab43","Sliced canadian bacon","meat","","",""
"814b954d-f32a-430d-9618-6baeb9c83f56","Beef Jerky Original","meat","","",""
"81cc1d6e-c963-4d27-b367-f952923e364c","Gourmet Crusted Salmon","fish","","",""
"832a07b4-0861-4a26-b3d8-5d14f519c744","Filet de Dorade sébaste","fish","","",""
"84291014-2488-4e55-8d6a-7e490125008b","Vitamin d milk","dairy","","",""
"84c19ce4-e9b6-4423-ab3d-9811729a7cbd","Silk almond creamer caramel","dairy-alternatives","","",""
"86ea700e-e76b-4b77-a6f9-dbeb76931a48","Beetroot juice","beverages","","",""
"874edee0-7ef2-47f1-b0e0-1d7d264779c0","Blackberry","breakfast","","",""
"886d4715-e2a0-4f5b-b0a1-f695d8bddb92","Shelf Stable Almondmilk Vanilla","dairy-alternatives","","",""
"888f55a1-e0ce-4813-9fdd-847422492c98","Lindor peppermint white chocolate truffles","snacks","","",""
"88b0b198-8fc4-43ae-89c8-70c64f1dc219","Wild Herring In Real Sour Cream","fish","","",""
"88d01ff4-0329-4d86-b618-c15be41beb7d","Silk Coconut Unsweet","dairy-alternatives","","",""
"8a39d0b9-13bc-492f-b40e-93fca763bba3","Lindor, Assorted Chocolate Truffles","snacks","","",""
"8a975a93-857f-40bc-bdea-9c87d1660350","Mango & Passion Fruit & Greek Style Yogurt Snack Pot","dairy","","",""
"8aa6aaa0-6839-4b27-aa85-96afb8f78edd","Wheat Hot Dog Buns","bread","","",""
"8c04b65e-8a1f-4037-af40-3ae1c483ee02","Low Fat Frozen Yogurt","dairy","","",""
"8c1e261f-7814-4f68-99a4-c8c9b07a116b","Black cherry sparkling water","beverages","","",""
"8c41e75c-ff58-434d-b7c2-89c030f7e63e","Red Kidney Beans","legumes","","",""
"8c690686-16f6-4741-86f1-d63cf7397317","coffee creamer","dairy-alternatives","","",""
"8c8c8dcb-bfa0-4955-9ed1-cb902fc98eed","WHITE RICE","grains","","",""
"8dde5c5e-6431-4c42-869e-ce1714bdeeee","Alaska-seelachsfilet, Fisch Köhler","fish","","",""
"8e4dde73-8cdb-4ad0-89e1-8059378fd939","Au gratin potatoes with cheese sauce mix","potatoes","","",""
"8e8a7194-0d2e-492b-b5aa-2b929257856d","Burger Enriched Buns","bread","","",""
"8e8dba30-a178-4150-a52f-668fce437013","BBQ Beef Jerky","meat","","",""
"8ed95719-98e7-4a1a-87d2-af468205f738","Turkey Breast","meat","","",""
"8ef2dacf-b0d5-4a9e-b19c-535880b2fa7a","Almond coconut treat","snacks","","",""
"9021ee17-e7e0-4764-bdcd-9e583960c6be","DELI STYLE HONEY HAM","meat","","",""
"911537bf-3c0e-49c3-9e61-dde959497cf8","Island Vanilla","breakfast","","",""
"912340ea-6f7e-4b6a-855a-bba8db11c5a2","Cinnamon Rolls with Icing","bread","","",""
"916d63dc-c5a5-43ab-8492-14642a515186","Low fat chocolate milk","dairy","","",""
"9181b829-e6bb-488d-8d3e-df86c8fb4a5f","Cocottes cereales","snacks","","",""
"93cc062b-3005-4d84-82ab-b593e47cf813","Tic tac fruit adventure mint","snacks","","",""
"94ab7412-bb22-4b6e-af52-eb7ac5858194","Limited edition despicible me minion bundle","snacks","","",""
"94c8dab8-3340-4c5e-8395-6de71f5dc3e9","Pumpkin spice cheerios limited edition cereal","breakfast","","",""
"94dbb24b-134d-4980-9070-041ae41d4020","All Butter Cookies","snacks","","",""
"95daf7cf-bf9c-436c-97e7-4e119808bf94","British Katsu Chicken Tenders","meat","","",""
"96d65ead-de52-4173-bb80-e5f859f501b2","Chocolate Covered Crispy Eggs","snacks","","",""
"982ecf8a-ed5a-49f4-b9a3-7a8b47880f12","Yaourt nature brebis","dairy","","",""
"99753452-e4c6-4038-aa5a-6a9acda61b18","Annie's Uncured Pepperoni Pizza Poppers","bread","","",""
"9a1eb115-5773-4f97-acdd-91bd71c101fc","Udon noodle soup","pasta","","",""
"9a20fab9-f572-4126-b054-78cae4dd286e","Coffee Creamer","dairy-alternatives","","",""
"9b0d0bb5-053e-414f-882a-0dcbcf38cef9","Del monte, orchard select, sliced cling peaches","fruit","","",""
"9ba6d957-e2c8-4ae9-9548-91c1cbfad377","1/2 Loaf","bread","","",""
"9be809c3-7712-4d07-a874-def6ac4d8f39","Coffee Cremer, White Chocolate Mocha","dairy-alternatives","","",""
"9cc667b3-7d23-416b-ab5b-1af96c5ba0be","Ferrero Collection Crispy Eggs","snacks","","",""
"9d1ddc82-0221-4f91-8284-65cb56031755","Ramune Melon","beverages","200 pl","",""
"9dbac9e2-c228-4e7e-bf32-975c58736e7c","Smoked Deli Style Ham","meat","","",""
"9eafd28c-1836-460f-a237-d036f69e5b6f","Salmon fillets","fish","","",""
"9f336441-2d1e-4235-a07a-a4ace6c1fef5","Petite diced tomatoes","vegetables","","",""
"9fc56f23-89f9-458a-b2f6-e92efdda2aec","Hime Brand, Kuromame Amani Prepared Black Soy Beans","legumes","","",""
"a0b61d58-18af-4cb5-a204-13a03311e86b","Smoothie super Berry","beverages","","",""
"a222f3fd-34b4-4db4-96c1-48039386d461","Gmills hny nut cheerios sweetened whl grn oat cereal","breakfast","1 LB (481 g)","453.592","g"
"a2845c0b-9c46-477a-b274-e6328cb8c752","Almond & Coconut","dairy-alternatives","","",""
"a29374eb-a963-43c4-812a-b49ed13236a9","Ferrero gift box","snacks","","",""
"a2c0627f-372b-4698-835f-7852f61f24d9","Iced tea","beverages","","",""
"a43662bf-4ccd-41cd-b3c4-431a6b8468ec","1% lowfat chocolate milk","dairy","","",""
"a588fbe8-bc96-4629-99e1-4996f6a62f2c","Cauliflower","vegetables","1","",""
"a59bd3b6-ad0f-4ee7-a376-a5c923a5c9c5","Tomato juice","beverages","","",""
"a5f987f7-18bc-4c16-89f6-61691a0fde99","Lindor assorted chocolate truffles","snacks","","",""
"a662e13f-93c1-4779-b86b-d2d67d9ecb79","Huile de sesame","grains","600 ml","600","ml"
"a74d9dc8-f600-4419-b3bc-b992cf212b74","Stewed tomatoes","vegetables","","",""
"a7cf4ab1-d0af-4398-a594-ee21e546c889","Porridge de Riz","breakfast","","",""
"a92f376e-a966-4996-9fd0-12b67087e8bc","Tomato sauce with basil, garlic & oregano","vegetables","","",""
"a961facf-4e8f-4bf2-bfef-972fc349e697","Iced Tea Spanish Peach","beverages","","",""
"a9cc1061-15c7-4769-9c5d-b0e24e6edd07","Vanilla Caramel Non-Dairy Coffee Creamer","dairy-alternatives","","",""
"aa9dbc25-b284-4b0a-834a-58e48660a845","Lindor, Milk And White Milk Chocolate Truffles","snacks","","",""
"ac5e973f-b612-42db-8034-efce75f91343","Annie's Three Cheese Pizza Poppers","bread","","",""
"ae1f679a-63e0-4b3c-be33-5e2b0479d750","All Natural Alaska Wild Cot Fillets","fish","","",""
"ae6f04a7-b609-44e7-9375-3da4fe4758c8","Coconut Milk","dairy-alternatives","","",""
"aeb9e6ba-0a41-4751-bf43-b50b347072a6","100% Freshly Squeezed Orange Juice","beverages","","",""
"af693fca-ccdf-4921-bad9-2caacd610288","Panettone","snacks","","",""
"af840fe4-08d3-42e1-8a76-0f6b666d818a","Mini Pizza Bagels Three Cheese","bread","","",""
"b0907998-0db0-4b25-b8a1-795ba9bbeb44","Little chicks milk chocolate","snacks","","",""
"b15f4a85-d7cb-456e-a07c-e2e82a6ffc86","Original aloe vera drink","beverages","","",""
"b189e26b-720a-4999-9ee8-de593c20009b","Italian Sweet Cream Coffee Creamer","dairy-alternatives","","",""
"b2d4bc4d-eb38-4763-a48b-98ac98277390","Crumbled Goat Cheese Classic Chèvre","dairy","","",""
"b2ffaf0c-790b-4bb7-a638-179af472cd24","Fine hazelnut chocolates diamond gift box","snacks","","",""
"b376fc73-69bf-4a01-b552-1d74461d1427","Milk Chocolate Truffles","snacks","","",""
"b3e82f70-efb8-4824-8d73-f91bf5b7f394","Small Batch Original Handcrafted Beef Jerky","meat","","",""
"b492051f-e157-4f42-84c7-75770811a205","Hello Panda","snacks","","",""
"b5f25a54-839f-49cc-8bd5-2dcc25b13915","Blueberries crips & Juicy Organic","fruit","","",""
"b624b2e4-23f8-451a-a4fb-1d4d3f52d669","2% Reduced Fat Milk","dairy","","",""
"b6740af0-04cf-444d-ae2d-c5b1dc8093f4","Healthy Life White Bread","bread","","",""
"b6eae7cd-ea6f-4bb8-9739-e33e6d03b6f0","Organic Orecchiette","pasta","","",""
"b7a7c1fe-cd54-4fd7-b15e-63f877e1fce5","Cheerios Cereal Singlepak","breakfast","","",""
"b7dd23d6-5037-42b1-bb96-e8c663a27cb6","Mandarin oranges in 100% fruit juice","fruit","","",""
